crop,maturity_stage,hours_since_harvest,temperature_c,humidity_percent,ethylene_ppm,voc_index,co2_ppm,weight_loss_percent,spoilage_risk
Brinjal,Unripe,63,21.23,61.85,0.569,1.149,475.6,6.74,Low
Banana,Semi-Ripe,6,23.15,69.17,0.687,1.415,489.0,1.04,Low
Tomato,Ripe,106,26.4,65.76,1.275,3.321,548.7,2.57,Low
Tomato,Unripe,227,26.34,78.25,0.836,1.001,551.9,3.87,Medium
Mango,Semi-Ripe,215,24.74,95.0,0.611,1.036,837.4,3.25,Medium
Banana,Semi-Ripe,73,26.29,73.03,0.248,2.51,701.8,1.57,Low
Brinjal,Ripe,97,27.24,59.18,1.293,2.647,300.0,2.74,Low
Brinjal,Unripe,161,30.56,52.44,1.057,2.918,482.8,6.01,Medium
Mango,Unripe,230,26.6,64.1,0.696,2.017,451.3,3.97,Medium
Brinjal,Semi-Ripe,145,28.6,56.72,0.484,3.512,653.6,6.14,Medium
Tomato,Semi-Ripe,48,24.83,73.61,1.009,1.552,462.1,5.54,Low
Tomato,Unripe,85,29.29,73.42,1.4,3.189,555.7,4.03,Low
Brinjal,Semi-Ripe,174,28.5,62.44,1.071,2.736,300.0,6.8,Low
Onion,Ripe,5,30.46,91.82,3.148,3.161,318.4,0.11,Low
Brinjal,Ripe,144,29.85,59.17,1.638,3.8,751.1,3.22,Medium
Banana,Unripe,185,29.35,66.57,0.928,1.999,506.0,5.06,Medium
Onion,Ripe,83,26.61,75.67,1.677,1.773,380.2,3.9,Low
Mango,Ripe,129,27.98,78.7,1.035,0.643,529.1,6.62,Medium
Brinjal,Semi-Ripe,172,31.25,83.33,1.032,0.279,373.6,2.77,Medium
Brinjal,Semi-Ripe,143,24.39,73.14,2.478,2.306,466.0,3.25,Low
Tomato,Ripe,5,24.49,80.61,0.533,2.382,325.7,2.41,Low
Onion,Semi-Ripe,141,27.73,60.02,1.016,1.305,405.4,3.26,Low
Brinjal,Unripe,55,28.66,79.02,2.3,1.542,450.0,1.28,Low
Mango,Unripe,178,23.7,78.86,1.241,4.176,634.5,3.78,Medium
Onion,Ripe,62,26.7,86.15,0.772,3.463,555.7,2.8,Low
Mango,Semi-Ripe,235,26.62,47.98,0.303,1.112,576.6,7.93,Medium
Tomato,Semi-Ripe,28,18.14,57.11,0.204,2.013,496.9,1.0,Low
Brinjal,Ripe,214,26.12,77.88,4.277,2.947,598.7,6.54,Medium
Tomato,Unripe,8,26.37,36.18,1.241,1.811,395.2,4.89,Low
Banana,Ripe,164,26.36,73.9,0.664,1.61,412.1,3.55,Medium
Brinjal,Unripe,85,32.66,80.72,1.277,2.128,548.9,3.99,Low
Tomato,Semi-Ripe,47,22.14,61.08,0.515,3.7,466.5,4.1,Low
Brinjal,Unripe,52,23.7,62.84,0.793,3.8,498.3,3.86,Low
Banana,Ripe,9,16.55,55.11,0.518,1.691,480.3,2.76,Low
Mango,Unripe,32,25.08,61.74,0.372,3.007,650.4,1.66,Low
Tomato,Semi-Ripe,94,25.42,62.09,0.229,2.493,656.7,4.82,Low
Brinjal,Unripe,37,24.96,59.81,0.327,1.391,424.9,2.27,Low
Tomato,Ripe,233,31.43,59.15,2.044,2.173,300.0,5.35,Medium
Tomato,Unripe,199,30.44,64.75,0.501,1.109,414.6,5.2,Low
Mango,Semi-Ripe,113,27.31,64.6,1.454,3.779,392.4,5.4,Low
Banana,Ripe,22,25.52,90.49,1.954,4.208,599.8,6.23,Low
Onion,Ripe,237,31.1,63.27,1.012,2.048,610.5,4.02,Medium
Brinjal,Semi-Ripe,174,26.92,72.13,0.811,1.786,376.3,4.68,Medium
Brinjal,Semi-Ripe,44,23.73,61.08,1.098,3.66,409.5,0.36,Low
Tomato,Unripe,13,20.14,60.92,0.747,3.838,322.5,5.32,Low
Brinjal,Semi-Ripe,149,25.23,47.55,2.323,1.274,516.1,4.37,Medium
Mango,Ripe,9,30.02,49.14,3.719,2.337,494.6,2.07,Low
Banana,Unripe,148,36.11,53.52,2.759,2.435,594.7,4.37,Low
Brinjal,Unripe,106,27.25,70.2,0.222,1.652,559.7,3.96,Low
Tomato,Unripe,212,23.94,80.91,0.736,2.925,573.2,3.73,Medium
Mango,Semi-Ripe,92,22.26,46.56,1.003,1.73,315.0,5.74,Low
Mango,Unripe,107,29.21,61.41,1.383,1.906,424.8,4.94,Low
Onion,Ripe,131,19.94,51.6,0.298,2.389,613.9,5.48,Medium
Onion,Semi-Ripe,236,29.2,64.83,0.295,0.862,435.4,4.11,Medium
Onion,Ripe,169,30.27,80.91,2.496,0.238,304.7,3.21,Low
Banana,Ripe,161,28.75,62.64,0.676,3.51,597.0,4.23,Low
Brinjal,Semi-Ripe,74,26.12,67.43,0.353,1.686,430.7,4.83,Low
Brinjal,Ripe,116,29.26,85.46,0.462,4.848,627.5,4.8,Medium
Brinjal,Semi-Ripe,46,27.68,73.49,1.314,4.669,497.8,1.65,Low
Brinjal,Ripe,94,23.89,58.88,0.562,1.943,466.7,4.83,Low
Onion,Unripe,198,34.4,69.91,1.184,5.073,663.6,3.13,Medium
Mango,Ripe,23,25.59,58.07,0.504,3.531,343.7,1.59,Low
Brinjal,Semi-Ripe,39,30.1,73.05,0.295,1.79,672.1,3.25,Low
Brinjal,Semi-Ripe,141,17.33,74.18,2.71,0.1,423.3,2.08,Low
Brinjal,Unripe,192,32.11,51.59,1.321,3.257,519.5,3.07,Low
Onion,Semi-Ripe,234,32.88,70.1,0.792,2.534,520.6,8.1,High
Tomato,Semi-Ripe,141,27.12,66.59,0.694,2.974,448.7,6.65,Low
Onion,Semi-Ripe,158,29.24,74.54,2.788,2.248,408.5,8.52,Medium
Onion,Ripe,69,29.23,77.98,1.513,1.242,455.6,4.14,Low
Onion,Semi-Ripe,98,24.43,73.73,2.232,2.03,378.3,4.84,Low
Mango,Ripe,75,29.19,64.36,0.665,3.277,735.4,3.12,Low
Banana,Ripe,26,23.77,79.2,1.036,2.11,442.3,2.18,Low
Tomato,Semi-Ripe,89,24.56,57.52,1.325,2.104,639.1,5.14,Low
Tomato,Semi-Ripe,52,31.51,52.15,0.68,0.829,623.3,5.58,Low
Banana,Ripe,142,30.9,30.0,0.935,2.6,543.6,5.62,Low
Onion,Unripe,181,24.17,67.16,0.665,1.277,483.7,3.16,Low
Mango,Ripe,236,24.07,58.14,1.322,3.51,523.3,6.04,Medium
Brinjal,Unripe,212,24.42,72.77,0.397,1.692,568.7,3.66,Medium
Tomato,Semi-Ripe,76,29.93,44.35,1.492,2.175,512.1,2.83,Low
Tomato,Unripe,226,23.0,60.23,1.243,4.88,312.0,8.16,Medium
Brinjal,Ripe,226,28.43,73.64,0.867,2.163,300.0,3.05,Medium
Mango,Semi-Ripe,121,29.99,55.64,1.37,2.015,681.1,7.86,Low
Tomato,Semi-Ripe,49,26.65,72.91,0.775,3.144,300.0,4.08,Low
Onion,Semi-Ripe,187,31.04,61.32,0.626,0.536,523.5,3.9,Medium
Onion,Ripe,27,25.78,67.61,1.463,3.876,471.8,2.95,Low
Tomato,Unripe,87,26.14,75.14,1.508,3.593,519.3,2.31,Low
Onion,Unripe,128,23.09,79.43,0.701,3.077,363.2,3.05,Low
Tomato,Ripe,208,31.07,69.11,0.66,0.1,542.1,5.13,Medium
Brinjal,Semi-Ripe,235,23.93,58.23,0.88,2.215,524.7,4.73,Medium
Brinjal,Ripe,197,28.4,62.5,0.679,1.1,831.3,3.18,Medium
Mango,Semi-Ripe,116,26.71,75.64,2.908,3.737,515.6,3.49,Low
Tomato,Ripe,20,22.79,55.74,1.248,3.658,661.8,0.37,Low
Banana,Unripe,192,24.56,65.86,1.01,2.927,320.2,2.51,Medium
Onion,Semi-Ripe,206,32.53,63.37,0.521,1.177,622.4,2.66,Medium
Tomato,Semi-Ripe,113,27.81,66.76,1.677,4.144,527.2,6.86,Medium
Onion,Semi-Ripe,133,22.96,55.89,0.652,2.212,532.4,4.83,Low
Brinjal,Ripe,204,28.22,45.78,0.633,4.486,534.0,6.02,Medium
Onion,Unripe,31,26.42,74.25,1.717,2.792,704.8,2.89,Low
Mango,Ripe,195,40.0,79.57,1.311,3.057,530.6,5.75,Medium
Brinjal,Ripe,123,28.14,46.49,0.173,1.994,405.9,6.09,Low
Banana,Unripe,165,25.48,72.43,0.895,4.048,426.1,5.21,Low
Brinjal,Semi-Ripe,45,32.68,81.0,1.092,3.169,598.1,5.99,Low
Tomato,Unripe,148,19.64,75.15,0.788,4.087,553.7,4.21,Low
Banana,Semi-Ripe,64,27.38,63.0,1.119,2.695,316.3,4.35,Low
Onion,Semi-Ripe,124,34.98,56.68,0.282,2.448,561.8,5.26,Medium
Onion,Ripe,126,26.54,68.97,0.138,3.155,370.1,2.33,Low
Mango,Unripe,230,20.07,70.97,0.505,4.087,552.6,5.34,Medium
Tomato,Semi-Ripe,161,25.42,69.15,1.218,3.618,403.3,1.12,Low
Banana,Unripe,134,32.82,65.84,0.105,2.652,466.2,3.87,Medium
Mango,Ripe,96,28.5,55.01,0.554,0.457,434.6,3.15,Low
Mango,Unripe,81,23.64,73.07,0.26,3.391,682.3,2.86,Low
Tomato,Ripe,157,24.26,73.65,0.844,0.917,548.2,3.65,Low
Banana,Semi-Ripe,212,24.76,70.41,3.937,2.539,651.3,5.97,Medium
Tomato,Ripe,137,28.44,69.33,0.859,2.373,847.4,2.55,Low
Onion,Unripe,159,32.35,88.15,0.928,0.94,505.6,7.76,Medium
Tomato,Semi-Ripe,79,31.21,60.51,1.799,2.91,680.2,4.47,Low
Tomato,Unripe,134,28.82,83.38,1.015,4.87,416.1,2.66,Low
Banana,Unripe,137,21.67,59.19,0.86,2.156,650.6,5.31,Low
Tomato,Ripe,164,21.69,81.31,1.913,3.342,403.1,6.26,Medium
Banana,Ripe,76,29.13,82.8,1.391,5.091,497.8,4.08,Low
Tomato,Ripe,84,21.62,64.48,1.224,3.449,564.4,1.7,Low
Onion,Unripe,86,26.1,87.93,0.907,1.791,583.3,7.56,Medium
Banana,Ripe,101,28.22,73.63,0.785,2.761,347.3,4.86,Low
Mango,Semi-Ripe,70,22.45,57.47,1.9,3.029,396.0,1.09,Low
Brinjal,Unripe,47,22.9,63.51,0.79,4.077,573.4,3.44,Low
Banana,Semi-Ripe,120,26.62,81.59,2.368,3.835,455.9,3.54,Low
Onion,Unripe,206,29.01,79.08,0.48,0.1,332.3,4.98,Low
Brinjal,Semi-Ripe,7,31.25,55.3,2.728,1.558,491.5,0.44,Low
Onion,Semi-Ripe,160,29.43,66.33,1.392,2.423,485.7,4.52,Medium
Onion,Unripe,196,27.29,70.44,0.508,1.383,521.2,3.36,Low
Tomato,Ripe,198,24.02,61.91,1.428,0.1,563.5,4.25,Medium
Brinjal,Semi-Ripe,205,22.72,95.0,0.634,1.702,555.9,5.66,Medium
Onion,Semi-Ripe,76,24.96,70.8,1.024,2.496,407.8,2.55,Low
Tomato,Unripe,24,28.64,67.26,0.711,1.922,450.7,2.27,Low
Onion,Ripe,239,28.35,82.29,0.911,1.403,611.3,6.84,Medium
Brinjal,Semi-Ripe,168,18.6,63.62,1.933,2.546,434.8,2.92,Medium
Brinjal,Semi-Ripe,86,23.86,80.09,1.438,2.877,452.6,2.36,Low
Brinjal,Unripe,205,31.82,47.99,0.455,1.985,319.5,2.7,Low
Mango,Ripe,85,27.32,62.56,0.473,4.009,496.6,2.04,Low
Onion,Semi-Ripe,180,21.33,80.59,1.209,2.563,541.4,4.89,Medium
Brinjal,Ripe,231,36.42,86.84,1.272,1.541,300.0,6.42,Medium
Banana,Semi-Ripe,185,26.88,58.72,0.624,1.263,371.6,3.27,Low
Brinjal,Unripe,157,28.54,57.32,3.046,2.266,329.4,5.48,Low
Onion,Ripe,46,28.6,74.81,1.767,3.725,594.6,3.24,Low
Mango,Semi-Ripe,224,25.53,60.52,0.645,1.594,300.0,2.7,Medium
Onion,Semi-Ripe,102,24.09,64.78,0.603,3.155,490.6,4.04,Low
Tomato,Semi-Ripe,150,35.49,78.52,0.853,2.604,586.1,6.45,Medium
Brinjal,Ripe,147,31.01,61.47,0.793,4.693,522.5,0.86,Low
Banana,Unripe,59,30.29,44.41,2.409,2.929,447.2,6.82,Low
Brinjal,Ripe,145,29.31,52.39,1.992,1.732,541.6,3.14,Medium
Banana,Semi-Ripe,94,22.99,68.12,1.025,3.31,624.4,0.66,Low
Banana,Ripe,84,32.11,45.64,1.607,3.347,487.1,3.76,Low
Tomato,Semi-Ripe,206,23.63,64.43,1.779,2.063,300.0,6.47,Medium
Mango,Semi-Ripe,174,28.13,51.29,1.042,1.22,637.7,4.08,Medium
Onion,Semi-Ripe,117,20.44,87.68,1.326,3.09,548.0,4.46,Low
Banana,Semi-Ripe,4,18.84,93.98,1.516,2.57,496.0,6.36,Low
Tomato,Ripe,170,28.27,55.3,1.407,0.832,300.0,4.91,Low
Tomato,Unripe,177,23.76,71.08,0.58,2.78,464.2,9.99,Medium
Mango,Unripe,40,19.04,56.48,0.622,1.799,394.9,5.26,Low
Brinjal,Ripe,182,29.16,64.29,0.817,0.833,354.0,4.78,Low
Mango,Ripe,96,35.48,89.64,0.61,2.113,483.6,4.18,Low
Banana,Semi-Ripe,176,32.56,62.4,0.357,3.911,435.7,4.04,Medium
Brinjal,Unripe,202,25.97,64.57,1.605,3.829,443.6,5.37,Low
Brinjal,Ripe,168,27.04,56.69,1.274,3.541,588.8,5.53,Medium
Tomato,Ripe,226,30.55,81.75,0.392,2.796,530.7,4.48,Medium
Mango,Ripe,18,31.49,30.0,0.845,3.155,440.5,0.23,Low
Brinjal,Unripe,78,25.63,62.69,0.879,2.609,425.3,5.81,Low
Brinjal,Unripe,14,27.14,67.45,1.136,1.284,445.4,4.42,Low
Banana,Semi-Ripe,41,28.2,60.07,0.469,1.504,470.3,0.44,Low
Mango,Unripe,90,29.22,78.36,0.388,1.832,570.1,3.89,Low
Tomato,Ripe,5,26.47,82.42,1.439,4.041,374.9,4.41,Low
Tomato,Semi-Ripe,95,26.52,51.06,0.342,3.684,675.0,5.3,Low
Tomato,Unripe,30,32.52,93.12,0.85,1.312,570.2,1.61,Low
Onion,Ripe,27,31.84,50.92,0.796,2.559,300.0,4.59,Low
Banana,Ripe,201,28.91,83.46,0.917,2.057,510.2,4.94,Medium
Mango,Ripe,179,33.88,69.8,1.194,2.329,624.9,5.35,Medium
Banana,Semi-Ripe,109,25.45,61.96,3.062,1.91,546.6,2.15,Low
Banana,Ripe,136,33.49,63.09,0.326,4.046,450.5,0.0,Low
Tomato,Semi-Ripe,70,29.17,67.6,1.847,2.479,492.7,1.94,Low
Onion,Unripe,117,40.0,70.5,0.172,2.738,521.4,4.87,Medium
Banana,Semi-Ripe,186,22.23,56.96,2.653,2.747,592.4,4.36,Low
Banana,Unripe,125,24.24,65.19,0.239,1.369,330.2,5.17,Low
Banana,Unripe,191,28.68,58.75,5.504,2.619,427.4,6.78,Low
Onion,Unripe,116,28.59,53.42,0.761,3.669,696.6,3.3,Low
Onion,Semi-Ripe,87,34.8,58.19,2.468,4.12,504.0,2.77,Low
Tomato,Ripe,215,24.33,54.2,2.136,1.237,683.3,1.14,Medium
Brinjal,Unripe,217,30.62,62.96,0.737,0.83,858.3,2.32,Medium
Tomato,Ripe,55,31.65,73.19,0.777,2.568,441.0,0.75,Low
Tomato,Ripe,111,29.82,69.45,0.557,3.72,356.3,4.83,Low
Banana,Semi-Ripe,186,23.16,91.69,1.735,2.896,468.1,4.16,Medium
Banana,Semi-Ripe,62,32.63,41.47,0.743,3.248,631.9,2.28,Low
Banana,Semi-Ripe,180,31.92,73.63,0.564,1.004,648.7,3.49,Low
Tomato,Unripe,216,29.4,68.08,1.457,1.871,772.6,3.69,Medium
Brinjal,Unripe,56,27.82,77.79,0.534,0.1,495.6,4.83,Low
Banana,Unripe,36,27.9,76.6,0.794,2.343,558.6,3.1,Low
Tomato,Semi-Ripe,227,26.69,66.02,1.078,0.119,414.6,7.01,Low
Mango,Semi-Ripe,240,29.56,70.07,0.638,3.966,300.0,1.43,Medium
Tomato,Unripe,206,27.12,59.07,0.709,4.21,495.2,5.93,Medium
Onion,Unripe,147,23.61,75.36,2.928,2.655,361.5,3.39,Low
Brinjal,Ripe,20,22.81,45.45,0.867,0.836,577.2,2.23,Low
Banana,Semi-Ripe,220,23.99,77.32,0.777,2.913,300.0,7.58,Medium
Tomato,Ripe,47,27.89,67.72,0.885,4.545,411.3,2.36,Low
Onion,Ripe,43,26.89,62.16,1.375,3.023,532.1,3.9,Low
Mango,Ripe,172,27.86,65.21,0.485,3.803,544.7,2.73,Medium
Banana,Unripe,93,29.0,66.09,1.349,1.966,494.3,3.68,Low
Brinjal,Semi-Ripe,209,24.49,83.57,1.196,1.542,724.1,2.14,Medium
Mango,Semi-Ripe,210,32.86,95.0,0.286,2.422,688.3,4.92,Medium
Onion,Ripe,194,25.93,82.64,3.511,0.381,417.9,5.52,Medium
Mango,Ripe,201,25.27,61.22,2.78,4.99,693.1,6.9,Medium
Mango,Ripe,131,28.93,75.56,0.571,2.654,711.5,2.6,Medium
Tomato,Ripe,210,19.65,76.08,0.456,3.453,485.1,4.07,Medium
Mango,Unripe,220,23.84,56.9,1.173,1.992,505.4,3.98,Medium
Brinjal,Unripe,67,30.92,52.87,0.369,0.803,493.9,2.85,Low
Banana,Semi-Ripe,102,20.05,67.24,2.599,4.068,422.6,1.99,Low
Onion,Ripe,148,31.47,77.69,0.72,1.263,434.5,0.39,Low
Onion,Unripe,207,33.04,48.66,3.112,2.884,658.3,3.11,Medium
Mango,Unripe,93,25.52,59.35,0.562,2.987,552.5,3.53,Low
Brinjal,Unripe,62,28.17,74.87,0.924,2.581,433.5,2.98,Low
Banana,Ripe,77,31.48,68.5,2.428,1.637,388.9,4.42,Low
Banana,Ripe,192,25.13,85.0,0.798,2.335,409.0,6.32,Medium
Mango,Semi-Ripe,125,30.47,51.06,1.21,1.455,480.3,3.19,Low
Tomato,Unripe,61,24.32,95.0,2.149,3.39,609.6,0.38,Low
Banana,Unripe,172,25.09,49.54,0.678,3.129,396.8,5.29,Low
Brinjal,Unripe,159,23.8,43.65,0.413,2.476,608.2,4.39,Low
Onion,Semi-Ripe,124,28.37,67.29,0.36,1.875,523.6,3.52,Medium
Banana,Semi-Ripe,149,31.63,54.39,1.504,4.818,517.1,6.48,Medium
Tomato,Unripe,55,26.26,67.53,1.313,1.068,623.1,3.97,Low
Banana,Ripe,44,21.92,67.12,2.103,0.801,601.2,3.25,Low
Mango,Semi-Ripe,194,22.67,65.65,0.825,2.41,331.5,5.12,Medium
Onion,Unripe,163,28.58,57.89,0.367,2.216,369.9,5.99,Low
Brinjal,Semi-Ripe,235,34.38,73.19,0.193,3.707,472.5,4.08,Medium
Onion,Ripe,226,28.57,64.19,7.445,3.211,542.7,3.63,Medium
Mango,Ripe,87,25.45,81.24,1.446,2.532,663.7,3.12,Low
Banana,Semi-Ripe,111,30.06,65.84,1.1,3.05,507.8,1.71,Low
Tomato,Semi-Ripe,204,26.04,56.42,1.215,3.03,704.4,4.87,Medium
Tomato,Unripe,0,25.49,47.75,0.367,4.814,415.2,2.67,Low
Mango,Ripe,208,23.17,65.93,0.573,2.779,435.5,4.87,Low
Mango,Ripe,40,32.63,52.77,3.388,1.751,463.3,2.33,Low
Brinjal,Unripe,62,16.84,51.8,1.585,2.718,401.9,6.22,Low
Mango,Semi-Ripe,116,30.19,74.33,0.586,0.1,639.1,5.59,Medium
Onion,Ripe,169,25.15,46.67,0.424,2.464,300.0,4.35,Low
Brinjal,Unripe,85,25.36,84.95,0.697,3.702,439.6,3.69,Low
Onion,Semi-Ripe,226,33.77,69.92,0.802,3.162,637.8,7.69,Medium
Mango,Ripe,188,24.14,67.47,4.197,2.828,462.5,3.7,Medium
Banana,Unripe,178,24.28,55.58,0.877,3.214,628.7,2.9,Low
Banana,Semi-Ripe,186,26.48,77.17,0.435,3.714,763.7,5.14,High
Brinjal,Semi-Ripe,7,28.66,67.97,0.96,4.068,509.6,3.33,Low
Onion,Semi-Ripe,198,25.23,59.77,1.203,2.992,640.3,5.76,Medium
Banana,Unripe,145,20.7,70.4,0.408,2.152,790.3,5.73,Medium
Onion,Ripe,44,23.54,47.81,1.325,0.1,548.3,1.71,Low
Banana,Unripe,187,32.13,48.38,2.331,3.576,494.2,2.21,Medium
Mango,Semi-Ripe,25,27.3,54.56,1.102,3.067,608.3,1.75,Low
Tomato,Unripe,148,28.8,72.19,0.572,2.668,642.1,5.32,Low
Mango,Ripe,137,25.95,67.96,0.691,1.743,495.3,2.48,Low
Mango,Semi-Ripe,6,24.36,80.59,0.313,3.562,441.9,0.0,Low
Mango,Semi-Ripe,90,33.71,56.96,0.911,2.217,706.1,3.84,Low
Banana,Unripe,28,26.25,74.9,1.243,2.462,467.5,1.82,Low
Mango,Semi-Ripe,228,25.23,66.63,0.534,2.438,643.2,2.13,Medium
Onion,Ripe,193,31.38,56.68,3.888,2.995,531.5,4.95,Medium
Mango,Semi-Ripe,240,24.11,72.62,1.741,1.237,719.2,4.68,Medium
Brinjal,Unripe,117,24.62,67.21,0.285,3.119,398.1,6.92,Medium
Brinjal,Unripe,79,27.04,60.45,0.289,1.707,397.9,3.61,Low
Onion,Unripe,230,27.0,68.5,0.502,1.746,602.5,6.31,Medium
Brinjal,Ripe,73,28.04,66.45,3.008,3.474,364.4,3.34,Low
Mango,Unripe,100,35.37,66.16,1.866,1.405,514.0,2.62,Low
Banana,Unripe,32,28.34,63.05,3.116,3.472,685.8,2.01,Low
Tomato,Semi-Ripe,198,17.49,52.34,1.007,2.612,300.0,6.82,Low
Mango,Unripe,28,28.31,68.9,0.864,0.687,548.3,4.18,Low
Onion,Unripe,8,27.15,58.37,0.418,4.001,645.4,0.0,Low
Tomato,Unripe,200,27.17,55.76,1.277,2.841,496.9,2.65,Low
Mango,Unripe,202,27.98,65.11,0.872,2.934,388.7,2.78,Medium
Tomato,Semi-Ripe,205,26.89,76.81,0.849,3.608,468.5,6.87,Medium
Banana,Unripe,207,26.79,70.23,3.104,4.149,399.4,1.87,Medium
Brinjal,Unripe,34,29.45,61.63,0.915,2.721,508.3,4.32,Low
Tomato,Ripe,87,24.83,61.14,2.539,3.179,466.8,4.26,Low
Tomato,Ripe,184,23.21,75.63,0.329,2.908,438.4,4.97,Medium
Onion,Unripe,74,39.1,39.24,6.565,2.123,555.9,2.54,Low
Mango,Ripe,187,24.14,77.57,0.77,0.758,689.5,6.88,Medium
Tomato,Unripe,219,27.4,45.51,1.641,2.736,539.3,5.33,Medium
Tomato,Semi-Ripe,231,21.02,51.02,1.834,4.017,661.2,2.67,Medium
Onion,Semi-Ripe,187,27.47,61.83,0.706,3.142,689.5,2.56,Medium
Onion,Semi-Ripe,192,23.27,94.04,1.774,1.326,429.6,1.84,Low
Tomato,Semi-Ripe,144,25.23,88.13,1.84,3.707,533.0,6.39,Low
Mango,Ripe,18,31.18,76.48,0.607,2.16,449.0,5.28,Low
Tomato,Unripe,105,28.89,72.28,0.612,0.199,322.1,5.72,Low
Banana,Semi-Ripe,229,29.27,45.65,1.032,3.62,542.7,4.99,Medium
Onion,Ripe,219,19.92,69.88,0.922,1.46,373.7,2.56,Low
Brinjal,Semi-Ripe,57,34.35,61.41,2.652,4.459,558.1,1.29,Low
Mango,Ripe,180,22.23,58.2,1.635,3.763,313.3,2.88,Low
Brinjal,Unripe,74,33.11,69.86,0.952,2.249,520.5,3.31,Low
Mango,Semi-Ripe,100,31.09,62.35,1.528,3.005,311.5,6.2,Low
Onion,Unripe,156,29.31,78.43,0.239,5.166,580.9,6.86,Medium
Banana,Semi-Ripe,119,23.58,44.77,0.65,3.6,452.8,3.05,Low
Onion,Semi-Ripe,145,27.61,68.9,1.223,2.762,441.2,0.21,Low
Mango,Ripe,23,25.12,57.45,2.183,5.678,635.2,0.68,Low
Onion,Ripe,71,27.12,63.08,1.15,2.629,461.4,5.49,Low
Mango,Unripe,195,26.0,71.66,2.775,3.14,513.3,5.26,Low
Brinjal,Semi-Ripe,149,18.85,54.59,1.836,1.47,476.2,3.65,Low
Tomato,Ripe,202,31.49,69.97,0.71,0.658,560.9,4.16,Medium
Mango,Unripe,232,26.68,65.45,0.907,2.183,625.2,3.93,Medium
Banana,Unripe,85,25.06,60.07,1.331,2.542,600.3,1.35,Low
Banana,Ripe,63,24.76,62.35,0.73,2.862,444.0,6.99,Low
Tomato,Semi-Ripe,74,28.43,66.15,2.921,0.938,645.1,6.48,Low
Tomato,Semi-Ripe,137,23.42,58.79,0.46,3.227,390.0,2.66,Low
Onion,Unripe,60,17.98,68.09,1.248,1.587,410.9,0.06,Low
Mango,Semi-Ripe,94,28.63,64.66,1.673,3.17,484.7,3.93,Low
Brinjal,Semi-Ripe,41,29.08,60.66,0.803,3.528,625.6,2.73,Low
Tomato,Unripe,92,26.2,87.08,0.686,2.065,359.6,4.73,Low
Mango,Ripe,228,22.41,72.98,0.948,1.44,607.0,6.77,Medium
Tomato,Ripe,102,27.36,63.41,1.765,4.198,493.4,1.62,Low
Banana,Semi-Ripe,182,21.14,69.75,0.705,3.46,448.0,6.99,Medium
Banana,Unripe,103,22.89,55.68,0.473,2.667,631.7,3.1,Low
Banana,Unripe,104,24.0,62.76,2.238,4.115,403.7,4.84,Low
Brinjal,Unripe,158,30.38,64.16,1.322,2.592,774.3,3.93,Medium
Brinjal,Ripe,26,25.55,53.04,2.025,1.817,478.8,4.47,Low
Mango,Ripe,85,25.21,72.65,1.702,1.398,518.0,0.0,Low
Banana,Ripe,33,34.82,61.93,4.599,2.381,685.1,4.23,Low
Tomato,Ripe,47,28.41,63.73,2.183,3.349,521.1,1.57,Low
Brinjal,Unripe,171,28.36,61.18,0.602,4.029,642.7,4.68,Medium
Mango,Ripe,42,25.52,95.0,1.39,2.526,300.0,5.24,Low
Tomato,Unripe,48,24.61,60.05,0.677,3.834,446.9,1.63,Low
Onion,Unripe,138,18.25,43.18,0.728,2.264,547.6,2.43,Low
Banana,Semi-Ripe,83,30.87,48.8,0.372,1.64,629.8,2.83,Low
Tomato,Ripe,29,28.79,77.11,0.819,1.063,592.4,2.06,Low
Tomato,Ripe,230,26.28,84.04,1.465,1.943,581.1,3.37,Medium
Mango,Semi-Ripe,222,26.45,59.82,0.955,1.104,627.3,5.36,Medium
Onion,Unripe,140,29.94,83.35,0.463,4.71,557.0,4.46,Medium
Tomato,Unripe,126,20.78,76.9,0.344,2.983,300.0,4.85,Low
Banana,Unripe,194,24.64,65.73,4.385,2.395,673.1,3.35,Medium
Mango,Ripe,234,22.45,64.87,1.256,4.394,399.5,3.61,Medium
Brinjal,Semi-Ripe,25,34.09,70.17,0.562,1.068,537.6,2.59,Low
Banana,Semi-Ripe,23,30.5,78.53,1.382,2.349,521.7,2.33,Low
Banana,Ripe,79,18.19,72.77,4.629,4.7,505.7,3.04,Low
Onion,Semi-Ripe,73,20.94,59.88,1.544,2.342,367.3,2.1,Low
Tomato,Unripe,215,26.47,65.91,0.142,5.191,300.0,5.67,Medium
Mango,Ripe,122,25.11,91.78,6.402,3.364,379.7,2.27,Medium
Tomato,Semi-Ripe,195,21.7,71.01,0.274,3.937,599.1,4.62,Low
Mango,Ripe,160,34.78,78.43,0.866,3.968,326.4,3.87,Low
Mango,Ripe,174,28.25,74.48,0.452,2.502,394.4,4.53,Low
Onion,Unripe,230,28.9,71.28,0.596,1.963,550.2,7.39,Medium
Brinjal,Unripe,141,24.23,69.3,1.22,2.373,376.7,1.83,Low
Mango,Semi-Ripe,187,29.89,78.77,0.235,1.414,434.8,0.44,Medium
Brinjal,Semi-Ripe,64,25.48,76.62,0.939,2.427,509.8,2.2,Low
Onion,Ripe,62,25.87,71.17,2.233,2.495,533.9,1.17,Low
Tomato,Unripe,141,29.44,59.67,0.554,4.358,374.3,0.0,Low
